Ntexto,Palabra,Polaridad
1468,deliver,negative
1468,everything,negative
1468,ok,negative
1468,spend,negative
1468,money,negative
1468,quality,negative
1468,hotel,negative
1468,ok,negative
1468,want,negative
1468,ok,negative
1468,check,negative
1468,days,negative
1468,inn,negative
1468,first,negative
1468,problems,negative
1468,reservation,negative
1468,asked,negative
1468,room,negative
1468,near,negative
1468,top,negative
1468,floors,negative
1468,room,negative
1468,actually,negative
1468,fifth,negative
1468,floor,negative
1468,desk,negative
1468,clerk,negative
1468,less,negative
1468,helpful,negative
1468,fix,negative
1468,eventually,negative
1468,got,negative
1468,fixed,negative
1468,certainly,negative
1468,feel,negative
1468,like,negative
1468,valued,negative
1468,guest,negative
1468,process,negative
1468,later,negative
1468,went,negative
1468,ask,negative
1468,directions,negative
1468,information,negative
1468,desk,negative
1468,clerk,negative
1468,cold,negative
1468,abrupt,negative
1468,us,negative
1468,room,negative
1468,quite,negative
1468,nice,negative
1468,shower,negative
1468,deliver,negative
1468,adequate,negative
1468,water,negative
1468,pressure,negative
1468,second,negative
1468,day,negative
1468,stay,negative
1468,housekeeping,negative
1468,refill,negative
1468,soaps,negative
1468,coffee,negative
1468,also,negative
1468,failed,negative
1468,empty,negative
1468,one,negative
1468,wastebaskets,negative
1468,minor,negative
1468,know,negative
1468,paying,negative
1468,luxury,negative
1468,experience,negative
1468,kind,negative
1468,expect,negative
1468,luxury,negative
1468,hotel,negative
1468,nice,negative
1468,staff,negative
1468,really,negative
1468,deliver,negative
1468,would,negative
1468,stay,negative
1468,get,negative
1468,nice,negative
1468,clean,negative
1468,room,negative
1468,laquinta,negative
1468,1,negative
1468,4,negative
1468,price,negative
1468,staff,negative
1468,much,negative
1468,helpful,negative
1469,hotel,negative
1469,monaco,negative
1469,hotel,negative
1469,say,negative
1469,character,negative
1469,found,negative
1469,decor,negative
1469,tacky,negative
1469,hard,negative
1469,time,negative
1469,relaxing,negative
1469,room,negative
1469,designed,negative
1469,clashing,negative
1469,colors,negative
1469,contemporary,negative
1469,furniture,negative
1469,found,negative
1469,fact,negative
1469,member,negative
1469,kimpton,negative
1469,rewards,negative
1469,club,negative
1469,get,negative
1469,free,negative
1469,wi,negative
1469,fi,negative
1469,access,negative
1469,annoying,negative
1469,least,negative
1469,pet,negative
1469,friendly,negative
1469,policy,negative
1469,room,negative
1469,smelled,negative
1469,like,negative
1469,wet,negative
1469,dog,negative
1469,canine,negative
1469,guest,negative
1469,hall,negative
1469,kept,negative
1469,us,negative
1469,night,negative
1469,howling,negative
1469,perhaps,negative
1469,dog,negative
1469,would,negative
1469,howled,negative
1469,less,negative
1469,24,negative
1469,hour,negative
1469,room,negative
1469,service,negative
1469,faster,negative
1469,waited,negative
1469,hour,negative
1469,half,negative
1469,order,negative
1469,meaning,negative
1469,get,negative
1469,dinner,negative
1469,wanted,negative
1469,10,negative
1469,00,negative
1469,pm,negative
1469,midnight,negative
1469,would,negative
1469,stay,negative
1469,views,negative
1469,location,negative
1469,great,negative
1469,money,negative
1469,better,negative
1469,places,negative
1469,stay,negative
1469,chicago,negative
1470,james,negative
1470,chicago,negative
1470,hotel,negative
1470,one,negative
1470,worst,negative
1470,hotels,negative
1470,ever,negative
1470,stayed,negative
1470,good,negative
1470,thing,negative
1470,located,negative
1470,downtown,negative
1470,forced,negative
1470,stay,negative
1470,longer,negative
1470,receptionist,negative
1470,rude,negative
1470,snobby,negative
1470,room,negative
1470,dirty,negative
1470,towels,negative
1470,found,negative
1470,numerous,negative
1470,small,negative
1470,insects,negative
1470,room,negative
1470,furthermore,negative
1470,gym,negative
1470,spa,negative
1470,closed,negative
1470,nothing,negative
1470,done,negative
1470,management,negative
1470,accommodate,negative
1470,inconveniences,negative
1470,next,negative
1470,time,negative
1470,take,negative
1470,business,negative
1470,elsewhere,negative
1471,decided,negative
1471,spend,negative
1471,extra,negative
1471,money,negative
1471,booking,negative
1471,room,negative
1471,monaco,negative
1471,website,negative
1471,pictures,negative
1471,beautiful,negative
1471,rooms,negative
1471,views,negative
1471,waste,negative
1471,cash,negative
1471,say,negative
1471,least,negative
1471,although,negative
1471,requested,negative
1471,room,negative
1471,view,negative
1471,city,negative
1471,must,negative
1471,given,negative
1471,worst,negative
1471,room,negative
1471,place,negative
1471,maid,negative
1471,service,negative
1471,skipped,negative
1471,room,negative
1471,second,negative
1471,day,negative
1471,call,negative
1471,towels,negative
1471,least,negative
1471,twice,negative
1471,someone,negative
1471,finally,negative
1471,came,negative
1471,room,negative
1471,food,negative
1471,outrageously,negative
1471,expensive,negative
1471,even,negative
1471,lukewarm,negative
1471,two,negative
1471,star,negative
1471,hotel,negative
1471,quality,negative
1472,sofitel,negative
1472,chicago,negative
1472,water,negative
1472,tower,negative
1472,horrible,negative
1472,first,negative
1472,tip,negative
1472,would,negative
1472,bad,negative
1472,experience,negative
1472,called,negative
1472,ahead,negative
1472,make,negative
1472,sure,negative
1472,ok,negative
1472,check,negative
1472,hours,negative
1472,concierge,negative
1472,would,negative
1472,available,negative
1472,arrived,negative
1472,find,negative
1472,even,negative
1472,record,negative
1472,reservation,negative
1472,much,negative
1472,inappropriate,negative
1472,arguing,negative
1472,found,negative
1472,reservation,negative
1472,assured,negative
1472,would,negative
1472,fine,negative
1472,checked,negative
1472,got,negative
1472,dirty,negative
1472,room,negative
1472,without,negative
1472,working,negative
1472,wifi,negative
1472,tv,negative
1472,took,negative
1472,calls,negative
1472,get,negative
1472,fresh,negative
1472,towels,negative
1472,turn,negative
1472,heat,negative
1472,could,negative
1472,sleep,negative
1472,comfortably,negative
1472,next,negative
1472,day,negative
1472,called,negative
1472,get,negative
1472,complimentary,negative
1472,room,negative
1472,service,negative
1472,decent,negative
1472,hotels,negative
1472,provide,negative
1472,free,negative
1472,records,negative
1472,us,negative
1472,even,negative
1472,checking,negative
1472,quick,negative
1472,check,negative
1472,credit,negative
1472,card,negative
1472,company,negative
1472,charge,negative
1472,already,negative
1472,pending,negative
1472,wrong,negative
1472,amount,negative
1472,finally,negative
1472,left,negative
1472,disgust,negative
1472,got,negative
1472,much,negative
1472,better,negative
1472,hotel,negative
1472,fancypants,negative
1472,hotel,negative
1472,suits,negative
1472,complementary,negative
1472,airport,negative
1472,shuttle,negative
1472,award,negative
1472,winning,negative
1472,preferred,negative
1472,member,negative
1472,rewards,negative
1472,club,negative
1472,overall,negative
1472,service,negative
1472,sofitel,negative
1472,rude,negative
1472,rooms,negative
1472,unsatisfactory,negative
1472,restaurant,negative
1472,sub,negative
1472,par,negative
1472,well,negative
1472,kept,negative
1472,clean,negative
1472,future,negative
1472,would,negative
1472,never,negative
1472,stay,negative
1472,wold,negative
1472,definitely,negative
1472,pick,negative
1472,reputable,negative
1472,hotel,negative
1472,proven,negative
1472,track,negative
1472,record,negative
1472,like,negative
1472,fancypants,negative
1472,hotel,negative
1472,suits,negative
1472,personal,negative
1472,favorite,negative
1473,hotel,negative
1473,rated,negative
1473,four,negative
1473,diamonds,negative
1473,aaa,negative
1473,one,negative
1473,would,negative
1473,think,negative
1473,hilton,negative
1473,chicago,negative
1473,would,negative
1473,almost,negative
1473,like,negative
1473,staying,negative
1473,palace,negative
1473,royalty,negative
1473,royal,negative
1473,thing,negative
1473,hotel,negative
1473,however,negative
1473,royal,negative
1473,nightmare,negative
1473,known,negative
1473,moment,negative
1473,walked,negative
1473,wife,negative
1473,going,negative
1473,become,negative
1473,bigger,negative
1473,headache,negative
1473,worth,negative
1473,first,negative
1473,soon,negative
1473,arrived,negative
1473,check,negative
1473,hotel,negative
1473,clerk,negative
1473,older,negative
1473,nineteen,negative
1473,twenty,negative
1473,red,negative
1473,flags,negative
1473,started,negative
1473,going,negative
1473,clerk,negative
1473,extremely,negative
1473,rude,negative
1473,lazy,negative
1473,acting,negative
1473,like,negative
1473,chore,negative
1473,even,negative
1473,getting,negative
1473,texting,negative
1473,cell,negative
1473,phone,negative
1473,bad,negative
1473,enough,negative
1473,clerk,negative
1473,pretty,negative
1473,much,negative
1473,ignored,negative
1473,blatantly,negative
1473,staring,negative
1473,wife,negative
1473,breasts,negative
1473,even,negative
1473,wearing,negative
1473,anything,negative
1473,could,negative
1473,considered,negative
1473,skimpy,negative
1473,cold,negative
1473,wearing,negative
1473,turtle,negative
1473,neck,negative
1473,sweater,negative
1473,large,negative
1473,fur,negative
1473,lined,negative
1473,coat,negative
1473,diverting,negative
1473,atention,negative
1473,several,negative
1473,times,negative
1473,finally,negative
1473,got,negative
1473,room,negative
1473,keys,negative
1473,surprise,negative
1473,learned,negative
1473,one,negative
1473,help,negative
1473,us,negative
1473,luggage,negative
1473,clerk,negative
1473,said,negative
1473,break,negative
1473,okay,negative
1473,annoying,negative
1473,managed,negative
1473,easy,negative
1473,enough,negative
1473,finally,negative
1473,got,negative
1473,third,negative
1473,floor,negative
1473,suite,negative
1473,reserved,negative
1473,month,negative
1473,looked,negative
1473,forward,negative
1473,resting,negative
1473,long,negative
1473,trip,negative
1473,surprise,negative
1473,mention,negative
1473,disgust,negative
1473,horror,negative
1473,already,negative
1473,couple,negative
1473,supposed,negative
1473,room,negative
1473,bed,negative
1473,making,negative
1473,took,negative
1473,almost,negative
1473,half,negative
1473,hour,negative
1473,couple,negative
1473,room,negative
1473,front,negative
1473,desk,negative
1473,wife,negative
1473,get,negative
1473,straightened,negative
1473,apparently,negative
1473,night,negative
1473,clerk,negative
1473,bother,negative
1473,following,negative
1473,policy,negative
1473,taken,negative
1473,reservation,negative
1473,computer,negative
1473,give,negative
1473,friends,negative
1473,leaving,negative
1473,printed,negative
1473,card,negative
1473,day,negative
1473,clerk,negative
1473,could,negative
1473,described,negative
1473,chaos,negative
1473,finally,negative
1473,given,negative
1473,another,negative
1473,room,negative
1473,next,negative
1473,floor,negative
1473,thankful,negative
1473,got,negative
1473,wife,negative
1473,went,negative
1473,use,negative
1473,bathroom,negative
1473,dropped,negative
1473,luggage,negative
1473,beds,negative
1473,hearing,negative
1473,clinking,negative
1473,sound,negative
1473,bent,negative
1473,look,negative
1473,one,negative
1473,bags,negative
1473,could,negative
1473,hit,negative
1473,see,negative
1473,empty,negative
1473,beer,negative
1473,bottle,negative
1473,sticking,negative
1473,bed,negative
1473,call,negative
1473,back,negative
1473,give,negative
1473,clerk,negative
1473,piece,negative
1473,mind,negative
1473,heard,negative
1473,wife,negative
1473,cry,negative
1473,wall,negative
1473,bathroom,negative
1473,several,negative
1473,roaches,negative
1473,crawling,negative
1473,around,negative
1473,noticed,negative
1473,something,negative
1473,else,negative
1473,sink,negative
1473,almost,negative
1473,made,negative
1473,us,negative
1473,leave,negative
1473,sink,negative
1473,plain,negative
1473,sight,negative
1473,used,negative
1473,condom,negative
1473,far,negative
1473,less,negative
1473,thrilled,negative
1473,stomred,negative
1473,back,negative
1473,downstairs,negative
1473,demanded,negative
1473,money,negative
1473,back,negative
1473,desk,negative
1473,manager,negative
1473,returned,negative
1473,ever,negative
1473,went,negative
1473,talked,negative
1473,us,negative
1473,taking,negative
1473,another,negative
1473,room,negative
1473,free,negative
1473,charge,negative
1473,make,negative
1473,troubles,negative
1473,room,negative
1473,thankfully,negative
1473,clean,negative
1473,bugs,negative
1473,trash,negative
1473,disgusting,negative
1473,items,negative
1473,laying,negative
1473,around,negative
1473,despite,negative
1473,lot,negative
1473,smaller,negative
1473,promised,negative
1473,view,negative
1473,room,negative
1473,decided,negative
1473,make,negative
1473,due,negative
1473,wife,negative
1473,went,negative
1473,get,negative
1473,cleaned,negative
1473,long,negative
1473,trip,negative
1473,pulled,negative
1473,laptop,negative
1473,use,negative
1473,called,negative
1473,high,negative
1473,speed,negative
1473,internet,negative
1473,access,negative
1473,even,negative
1473,bothered,negative
1473,used,negative
1473,dial,negative
1473,went,negative
1473,least,negative
1473,three,negative
1473,times,negative
1473,fast,negative
1473,speeds,negative
1473,getting,negative
1473,quick,negative
1473,call,negative
1473,desk,negative
1473,informed,negative
1473,person,negative
1473,responsible,negative
1473,internet,negative
1473,gone,negative
1473,day,negative
1473,nothing,negative
1473,could,negative
1473,done,negative
1473,moment,negative
1473,instead,negative
1473,worrying,negative
1473,went,negative
1473,get,negative
1473,something,negative
1473,eat,negative
1473,onsite,negative
1473,dinning,negative
1473,area,negative
1473,yet,negative
1473,met,negative
1473,rude,negative
1473,people,negative
1473,either,negative
1473,stared,negative
1473,wife,negative
1473,chest,negative
1473,forgot,negative
1473,half,negative
1473,order,negative
1473,arguing,negative
1473,seemed,negative
1473,like,negative
1473,forever,negative
1473,getting,negative
1473,everything,negative
1473,found,negative
1473,found,negative
1473,bland,negative
1473,cold,negative
1473,even,negative
1473,bother,negative
1473,trying,negative
1473,anything,negative
1473,else,negative
1473,final,negative
1473,straw,negative
1473,got,negative
1473,things,negative
1473,found,negative
1473,another,negative
1473,hotel,negative
1473,know,negative
1473,would,negative
1473,hire,negative
1473,bunch,negative
1473,rude,negative
1473,employees,negative
1473,barely,negative
1473,high,negative
1473,school,negative
1473,clean,negative
1473,room,negative
1473,know,negative
1473,hotel,negative
1473,deserve,negative
1473,four,negative
1473,diamonds,negative
1473,unless,negative
1473,negative,negative
1473,place,negative
1473,shut,negative
1473,way,negative
1473,know,negative
1473,run,negative
1473,decent,negative
1473,hotel,negative
1474,visiting,negative
1474,chicago,negative
1474,area,negative
1474,chose,negative
1474,hotel,negative
1474,monaco,negative
1474,chicago,negative
1474,stay,negative
1474,one,negative
1474,premier,negative
1474,luxury,negative
1474,hotels,negative
1474,chicago,negative
1474,held,negative
1474,high,negative
1474,expectations,negative
1474,quickly,negative
1474,disappointed,negative
1474,recieved,negative
1474,problems,negative
1474,began,negative
1474,soon,negative
1474,arrived,negative
1474,attendant,negative
1474,friendly,negative
1474,smile,negative
1474,suppose,negative
1474,symbol,negative
1474,kimpton,negative
1474,went,negative
1474,room,negative
1474,discover,negative
1474,given,negative
1474,paid,negative
1474,situation,negative
1474,got,negative
1474,worse,negative
1474,rather,negative
1474,apologize,negative
1474,error,negative
1474,credit,negative
1474,card,negative
1474,receipt,negative
1474,hand,negative
1474,blamed,negative
1474,indescrpencies,negative
1474,rooms,negative
1474,told,negative
1474,room,negative
1474,reserved,negative
1474,paid,negative
1474,two,negative
1474,months,negative
1474,unavailable,negative
1474,would,negative
1474,recieve,negative
1474,refund,negative
1474,price,negative
1474,difference,negative
1474,two,negative
1474,rooms,negative
1474,could,negative
1474,believe,negative
1474,top,negative
1474,40,negative
1474,u,negative
1474,hotel,negative
1474,suppose,negative
1474,committed,negative
1474,excellence,negative
1474,could,negative
1474,make,negative
1474,blunder,negative
1474,choice,negative
1474,retreat,negative
1474,back,negative
1474,room,negative
1474,pleasantly,negative
1474,pleased,negative
1474,amenities,negative
1474,recieve,negative
1474,stay,negative
1474,beautiful,negative
1474,hotel,negative
1474,chicago,negative
1474,loop,negative
1474,go,negative
1474,expecting,negative
1474,treated,negative
1474,respect,negative
1474,professionalism,negative
1475,wife,negative
1475,recently,negative
1475,stayed,negative
1475,hotel,negative
1475,monaco,negative
1475,chicago,negative
1475,experience,negative
1475,returning,negative
1475,hotel,negative
1475,markets,negative
1475,luxury,negative
1475,expecting,negative
1475,get,negative
1475,big,negative
1475,bang,negative
1475,buck,negative
1475,disappointed,negative
1475,say,negative
1475,least,negative
1475,first,negative
1475,stayed,negative
1475,king,negative
1475,deluxe,negative
1475,room,negative
1475,uncomfortably,negative
1475,small,negative
1475,space,negative
1475,used,negative
1475,poorly,negative
1475,wife,negative
1475,could,negative
1475,walk,negative
1475,around,negative
1475,bed,negative
1475,time,negative
1475,little,negative
1475,space,negative
1475,decor,negative
1475,seemed,negative
1475,rather,negative
1475,dated,negative
1475,best,negative
1475,quality,negative
1475,although,negative
1475,said,negative
1475,room,negative
1475,woudl,negative
1475,ready,negative
1475,3,negative
1475,wait,negative
1475,almost,negative
1475,hour,negative
1475,past,negative
1475,room,negative
1475,ready,negative
1475,although,negative
1475,staff,negative
1475,offer,negative
1475,complimentary,negative
1475,drink,negative
1475,apology,negative
1475,seem,negative
1475,terribly,negative
1475,upset,negative
1475,apologetic,negative
1475,inconvenience,negative
1475,caused,negative
1475,noise,negative
1475,night,negative
1475,city,negative
1475,horrible,negative
1475,even,negative
1475,radio,negative
1475,room,negative
1475,could,negative
1475,hear,negative
1475,traffic,negative
1475,pedestrians,negative
1475,street,negative
1475,well,negative
1475,past,negative
1475,midnight,negative
1475,hotel,negative
1475,would,negative
1475,move,negative
1475,us,negative
1475,different,negative
1475,room,negative
1475,felt,negative
1475,paid,negative
1475,100,negative
1475,00,negative
1475,luxury,negative
1475,hotel,negative
1475,got,negative
1475,40,negative
1475,motel,negative
1475,6,negative
1475,definitely,negative
1475,back,negative
1475,anytime,negative
1475,soon,negative
1476,family,negative
1476,stayed,negative
1476,hotel,negative
1476,monaco,negative
1476,hotel,negative
1476,chicago,negative
1476,2,negative
1476,5,negative
1476,september,negative
1476,2011,negative
1476,complaints,negative
1476,rooms,negative
1476,complain,negative
1476,staff,negative
1476,general,negative
1476,checked,negative
1476,lady,negative
1476,desk,negative
1476,rude,negative
1476,children,negative
1476,take,negative
1476,little,negative
1476,loud,negative
1476,daytime,negative
1476,never,negative
1476,spoke,negative
1476,directly,negative
1476,kids,negative
1476,way,negative
1476,cleaning,negative
1476,crew,negative
1476,next,negative
1476,morning,negative
1476,even,negative
1476,knock,negative
1476,door,negative
1476,opening,negative
1476,door,negative
1476,children,negative
1476,still,negative
1476,sleeping,negative
1476,shower,negative
1476,thank,negative
1476,god,negative
1476,husband,negative
1476,already,negative
1476,conference,negative
1476,hotel,negative
1476,beautiful,negative
1476,staff,negative
1476,makes,negative
1476,horrible,negative
1476,experience,negative
1476,louisiana,negative
1476,resident,negative
1477,hotel,negative
1477,monaco,negative
1477,claims,negative
1477,boutique,negative
1477,chicago,negative
1477,luxury,negative
1477,hotel,negative
1477,certainly,negative
1477,neither,negative
1477,luxurious,negative
1477,stylish,negative
1477,pictures,negative
1477,posted,negative
1477,website,negative
1477,imply,negative
1477,guest,negative
1477,going,negative
1477,stay,negative
1477,room,negative
1477,amazing,negative
1477,view,negative
1477,certainly,negative
1477,case,negative
1477,customer,negative
1477,decor,negative
1477,might,negative
1477,cutesy,negative
1477,charming,negative
1477,actually,negative
1477,quite,negative
1477,tacky,negative
1477,outdated,negative
1477,bathrooms,negative
1477,musty,negative
1477,smell,negative
1477,meet,negative
1477,cleanliness,negative
1477,standards,negative
1477,hotel,negative
1477,claiming,negative
1477,one,negative
1477,top,negative
1477,40,negative
1477,hotels,negative
1477,u,negative
1477,fooled,negative
1477,snappy,negative
1477,website,negative
1477,selective,negative
1477,photos,negative
1477,hotel,negative
1477,live,negative
1477,billing,negative
1477,disappointed,negative
1477,expect,negative
1477,anything,negative
1477,run,negative
1477,mill,negative
1477,experience,negative
1477,merely,negative
1477,average,negative
1477,hotel,negative
1478,disappointed,negative
1478,hotel,negative
1478,front,negative
1478,desk,negative
1478,clerk,negative
1478,rude,negative
1478,personal,negative
1478,call,negative
1478,took,negative
1478,10,negative
1478,mins,negative
1478,get,negative
1478,phone,negative
1478,arrived,negative
1478,room,negative
1478,bed,negative
1478,made,negative
1478,last,negative
1478,guest,negative
1478,towels,negative
1478,dirty,negative
1478,called,negative
1478,front,negative
1478,desk,negative
1478,made,negative
1478,come,negative
1478,back,negative
1478,twelveth,negative
1478,floor,negative
1478,new,negative
1478,room,negative
1478,assignment,negative
1478,twelveth,negative
1478,floor,negative
1478,downstairs,negative
1478,clerk,negative
1478,treated,negative
1478,though,negative
1478,done,negative
1478,something,negative
1478,wrong,negative
1478,arrived,negative
1478,new,negative
1478,room,negative
1478,found,negative
1478,bathroom,negative
1478,less,negative
1478,clean,negative
1478,hair,negative
1478,floor,negative
1478,toilet,negative
1478,shower,negative
1478,shower,negative
1478,curtain,negative
1478,mildewed,negative
1478,dried,negative
1478,toothpaste,negative
1478,spit,negative
1478,mirror,negative
1478,allergies,negative
1478,started,negative
1478,bother,negative
1478,immediately,negative
1478,upon,negative
1478,entering,negative
1478,room,negative
1478,checked,negative
1478,filter,negative
1478,air,negative
1478,conditioner,negative
1478,looked,negative
1478,like,negative
1478,never,negative
1478,cleaned,negative
1478,comforter,negative
1478,stained,negative
1478,carpet,negative
1478,looked,negative
1478,like,negative
1478,never,negative
1478,saw,negative
1478,vacuum,negative
1478,waiting,negative
1478,acceptable,negative
1478,room,negative
1478,went,negative
1478,dinner,negative
1478,proved,negative
1478,bad,negative
1478,rooms,negative
1478,lettuce,negative
1478,salad,negative
1478,brown,negative
1478,slimmy,negative
1478,steak,negative
1478,rare,negative
1478,asked,negative
1478,medium,negative
1478,mention,negative
1478,tasted,negative
1478,like,negative
1478,rotten,negative
1478,meat,negative
1478,veggies,negative
1478,looked,negative
1478,like,negative
1478,cooked,negative
1478,week,negative
1478,earlier,negative
1478,potato,negative
1478,shriveled,negative
1478,dry,negative
1478,top,negative
1478,whole,negative
1478,experience,negative
1478,went,negative
1478,turn,negative
1478,lamp,negative
1478,final,negative
1478,room,negative
1478,electrocuted,negative
1478,ambulance,negative
1478,come,negative
1478,get,negative
1478,2,negative
1478,day,negative
1478,hospital,negative
1478,stay,negative
1479,stayed,negative
1479,last,negative
1479,august,negative
1479,truly,negative
1479,glad,negative
1479,never,negative
1479,stay,negative
1479,website,negative
1479,great,negative
1479,job,negative
1479,creating,negative
1479,illusion,negative
1479,rooms,negative
1479,much,negative
1479,smaller,negative
1479,seems,negative
1479,website,negative
1479,thought,negative
1479,monaco,negative
1479,walking,negative
1479,distance,negative
1479,nightclubs,negative
1479,isnt,negative
1479,wireless,negative
1479,internet,negative
1479,free,negative
1479,extremely,negative
1479,slow,negative
1479,classy,negative
1479,hotel,negative
1479,isnt,negative
1479,pool,negative
1479,46,negative
1479,per,negative
1479,night,negative
1479,site,negative
1479,parking,negative
1479,way,negative
1479,expensive,negative
1479,guests,negative
1479,would,negative
1479,recommend,negative
1479,hotel,negative
1479,anyone,negative
1480,recently,negative
1480,stayed,negative
1480,james,negative
1480,hotel,negative
1480,chicago,negative
1480,trust,negative
1480,never,negative
1480,pay,negative
1480,premium,negative
1480,price,negative
1480,expect,negative
1480,first,negative
1480,rate,negative
1480,service,negative
1480,whole,negative
1480,experience,negative
1480,disaster,negative
1480,though,negative
1480,short,negative
1480,lived,negative
1480,b,negative
1480,c,negative
1480,could,negative
1480,stay,negative
1480,another,negative
1480,second,negative
1480,arrived,negative
1480,hotel,negative
1480,wait,negative
1480,receptionist,negative
1480,finished,negative
1480,playing,negative
1480,phone,negative
1480,service,negative
1480,room,negative
1480,ready,negative
1480,wait,negative
1480,lobby,negative
1480,baggage,negative
1480,finally,negative
1480,got,negative
1480,room,negative
1480,exactly,negative
1480,call,negative
1480,clean,negative
1480,bad,negative
1480,pictures,negative
1480,website,negative
1480,nice,negative
1480,enough,negative
1480,furniture,negative
1480,falling,negative
1480,apart,negative
1480,probably,negative
1480,walmart,negative
1480,plenty,negative
1480,space,negative
1480,average,negative
1480,person,negative
1480,5,negative
1480,6,negative
1480,4,negative
1480,beds,negative
1480,smaller,negative
1480,said,negative
1480,mention,negative
1480,uncomfortable,negative
1480,ordered,negative
1480,room,negative
1480,service,negative
1480,bring,negative
1480,us,negative
1480,wrong,negative
1480,order,negative
1480,took,negative
1480,2,negative
1480,hours,negative
1480,walls,negative
1480,also,negative
1480,paper,negative
1480,thin,negative
1480,got,negative
1480,little,negative
1480,sleep,negative
1480,heater,negative
1480,helped,negative
1480,block,negative
1480,noise,negative
1480,stopped,negative
1480,working,negative
1480,middle,negative
1480,night,negative
1480,next,negative
1480,morning,negative
1480,sore,negative
1480,uncomfortable,negative
1480,bed,negative
1480,hungry,negative
1480,tired,negative
1480,cold,negative
1480,checked,negative
1480,even,negative
1480,coffee,negative
1480,stay,negative
1480,away,negative
1481,people,negative
1481,think,negative
1481,hilton,negative
1481,think,negative
1481,luxury,negative
1481,know,negative
1481,wish,negative
1481,half,negative
1481,right,negative
1481,upon,negative
1481,arriving,negative
1481,informed,negative
1481,incompetent,negative
1481,staff,negative
1481,lost,negative
1481,reservation,negative
1481,entirely,negative
1481,auspicious,negative
1481,start,negative
1481,find,negative
1481,another,negative
1481,room,negative
1481,granted,negative
1481,new,negative
1481,room,negative
1481,oh,negative
1481,scenic,negative
1481,view,negative
1481,broadside,negative
1481,adjacent,negative
1481,building,negative
1481,fine,negative
1481,willing,negative
1481,let,negative
1481,slide,negative
1481,want,negative
1481,difficult,negative
1481,following,negative
1481,days,negative
1481,stay,negative
1481,got,negative
1481,little,negative
1481,harder,negative
1481,ignore,negative
1481,minor,negative
1481,problems,negative
1481,making,negative
1481,hilton,negative
1481,undeserving,negative
1481,term,negative
1481,luxury,negative
1481,hotel,negative
1481,noisy,negative
1481,neighbors,negative
1481,rude,negative
1481,staff,negative
1481,state,negative
1481,bathroom,negative
1481,towels,negative
1481,anything,negative
1481,go,negative
1481,upon,negative
1481,checkout,negative
1481,doubt,negative
1481,sheets,negative
1481,changed,negative
1481,even,negative
1481,next,negative
1481,time,negative
1481,ignore,negative
1481,hype,negative
1481,stay,negative
1481,somewhere,negative
1481,cheaper,negative
1481,service,negative
1481,possibly,negative
1481,worse,negative
1482,hilton,negative
1482,chicago,negative
1482,located,negative
1482,prime,negative
1482,real,negative
1482,estate,negative
1482,downtown,negative
1482,chicago,negative
1482,aged,negative
1482,gracefully,negative
1482,hotels,negative
1482,around,negative
1482,country,negative
1482,opened,negative
1482,period,negative
1482,time,negative
1482,hotel,negative
1482,maintain,negative
1482,appearance,negative
1482,luxury,negative
1482,made,negative
1482,iconic,negative
1482,luxury,negative
1482,accord,negative
1482,21st,negative
1482,century,negative
1482,standards,negative
1482,lacking,negative
1482,form,negative
1482,fitness,negative
1482,center,negative
1482,hilton,negative
1482,almost,negative
1482,alone,negative
1482,among,negative
1482,major,negative
1482,hotels,negative
1482,chicago,negative
1482,forcing,negative
1482,patrons,negative
1482,go,negative
1482,elsewhere,negative
1482,quick,negative
1482,workout,negative
1482,even,negative
1482,nominal,negative
1482,fees,negative
1482,wireless,negative
1482,internet,negative
1482,use,negative
1482,hotel,negative
1482,rooms,negative
1482,rare,negative
1482,point,negative
1482,outrageous,negative
1482,parking,negative
1482,fee,negative
1482,43,negative
1482,guests,negative
1482,discourage,negative
1482,towners,negative
1482,making,negative
1482,hilton,negative
1482,destination,negative
1482,guest,negative
1482,rooms,negative
1482,different,negative
1482,hilton,negative
1482,anywhere,negative
1482,meaning,negative
1482,unless,negative
1482,staying,negative
1482,admittedly,negative
1482,fantastic,negative
1482,executive,negative
1482,suites,negative
1482,paying,negative
1482,premium,negative
1482,prosaic,negative
1482,hotel,negative
1482,experience,negative
1483,hotel,negative
1483,located,negative
1483,hard,negative
1483,fins,negative
1483,location,negative
1483,chicago,negative
1483,dining,negative
1483,room,negative
1483,dinner,negative
1483,uncomfortably,negative
1483,crowded,negative
1483,room,negative
1483,service,negative
1483,hard,negative
1483,reach,negative
1483,overall,negative
1483,pleasant,negative
1483,hotel,negative
1483,stay,negative
1484,arrived,negative
1484,find,negative
1484,room,negative
1484,ready,negative
1484,despite,negative
1484,past,negative
1484,3pm,negative
1484,check,negative
1484,time,negative
1484,offered,negative
1484,compensation,negative
1484,real,negative
1484,apology,negative
1484,shunted,negative
1484,side,negative
1484,wait,negative
1484,took,negative
1484,good,negative
1484,hour,negative
1484,half,negative
1484,time,negative
1484,needing,negative
1484,reading,negative
1484,meeting,negative
1484,apologies,negative
1484,card,negative
1484,room,negative
1484,adequately,negative
1484,clean,negative
1484,better,negative
1484,though,negative
1484,sparsely,negative
1484,furnished,negative
1484,price,negative
1484,feel,negative
1484,welcoming,negative
1484,decoration,negative
1484,reminiscent,negative
1484,bad,negative
1484,nights,negative
1484,spent,negative
